"","Year","Wealth_Gini","Wealth_Share_bottom50","Wealth_Share_top10","Wealth_Share_top1","Country"
"4213",1998,0.821490500202771,0.0208,0.6989,0.3696,"PRY"
"4214",1999,0.821706678782675,0.0207,0.6991,0.3697,"PRY"
"4215",2000,0.821846717601517,0.0207,0.6992,0.3699,"PRY"
"4216",2001,0.821958373719468,0.0206,0.6993,0.37,"PRY"
"4217",2002,0.821983568057277,0.0206,0.6994,0.37,"PRY"
"4218",2003,0.829927833895226,0.0182,0.7092,0.3803,"PRY"
"4219",2004,0.814257335268707,0.023,0.69,0.3602,"PRY"
"4220",2005,0.80752069176782,0.0252,0.6818,0.3515,"PRY"
"4221",2006,0.827542097930461,0.0191,0.7065,0.3774,"PRY"
"4222",2007,0.834405217213117,0.0165,0.7145,0.3857,"PRY"
"4223",2008,0.824288770066943,0.0199,0.7023,0.3731,"PRY"
"4224",2009,0.802959364453272,0.0268,0.6764,0.3459,"PRY"
"4225",2010,0.793960565873959,0.0296,0.665,0.3336,"PRY"
"4226",2011,0.800428112406962,0.0277,0.6733,0.3426,"PRY"
"4227",2012,0.77573570645464,0.0346,0.6407,0.3074,"PRY"
"4228",2013,0.787757210518123,0.0315,0.6571,0.3251,"PRY"
"4229",2014,0.780504423316529,0.0336,0.6475,0.3145,"PRY"
"4230",2015,0.778020557299982,0.0342,0.6442,0.3111,"PRY"
"4231",2016,0.77180700036368,0.0363,0.636,0.3024,"PRY"
"4232",2017,0.763203360736867,0.0384,0.6241,0.2892,"PRY"
"4233",2018,0.75732000959627,0.0397,0.6155,0.2796,"PRY"
"4234",2019,0.75732000959627,0.0397,0.6155,0.2796,"PRY"
"4235",2020,0.75732000959627,0.0397,0.6155,0.2796,"PRY"
"4236",2021,0.75732000959627,0.0397,0.6155,0.2796,"PRY"
"4237",2022,0.757955758366222,0.0393,0.6158,0.2798,"PRY"
"4238",1995,0.811636602075225,0.0236,0.6863,0.356,"QAT"
"4239",1996,0.811384387679226,0.0237,0.686,0.3557,"QAT"
"4240",1997,0.811447435747908,0.0237,0.686,0.3558,"QAT"
"4241",1998,0.820812122274106,0.0224,0.7015,0.3871,"QAT"
"4242",1999,0.811826124920913,0.0236,0.6865,0.3563,"QAT"
"4243",2000,0.811889335387036,0.0235,0.6866,0.3564,"QAT"
"4244",2001,0.811510405937071,0.0237,0.6861,0.3559,"QAT"
"4245",2002,0.811952576245517,0.0235,0.6867,0.3564,"QAT"
"4246",2003,0.812015936760076,0.0235,0.6867,0.3565,"QAT"
"4247",2004,0.81207926153354,0.0235,0.6868,0.3566,"QAT"
"4248",2005,0.812142551861257,0.0235,0.6869,0.3567,"QAT"
"4249",2006,0.811699852843446,0.0236,0.6864,0.3561,"QAT"
"4250",2007,0.811573477813852,0.0236,0.6862,0.3559,"QAT"
"4251",2008,0.813478286277217,0.023,0.6885,0.3584,"QAT"
"4252",2009,0.824261258325777,0.0195,0.7016,0.3721,"QAT"
"4253",2010,0.828270521177473,0.0182,0.7064,0.3771,"QAT"
"4254",2011,0.83164159428253,0.0171,0.7104,0.3813,"QAT"
"4255",2012,0.834556112272679,0.0161,0.7139,0.3848,"QAT"
"4256",2013,0.833929717379931,0.0163,0.7132,0.3841,"QAT"
"4257",2014,0.83399934820406,0.0163,0.7132,0.3842,"QAT"
"4258",2015,0.834068890911567,0.0163,0.7133,0.3842,"QAT"
"4259",2016,0.835863806825529,0.0161,0.7164,0.3907,"QAT"
"4260",2017,0.838739115573958,0.0158,0.7213,0.4012,"QAT"
"4261",2018,0.836944209485466,0.0159,0.7182,0.3944,"QAT"
"4262",2019,0.834728448426716,0.0161,0.7143,0.386,"QAT"
"4263",2020,0.834416745881157,0.0161,0.7137,0.3847,"QAT"
"4264",2021,0.836164960765871,0.016,0.7167,0.391,"QAT"
"4265",1995,0.898972177002889,-0.0074,0.7879,0.4519,NA
"4266",1996,0.89104280166103,-0.0051,0.7786,0.438,NA
"4267",1997,0.878323465247661,1e-04,0.7664,0.4254,NA
"4268",1998,0.869253696588686,0.0032,0.7564,0.4125,NA
"4269",1999,0.862221777136767,0.0065,0.7517,0.4144,NA
"4270",2000,0.867139449987349,0.0054,0.7595,0.4205,NA
"4271",2001,0.863363979408547,0.0065,0.7557,0.4163,NA
"4272",2002,0.860100469805445,0.0071,0.7521,0.4044,NA
"4273",2003,0.85687458328789,0.008,0.7482,0.3992,NA
"4274",2004,0.854652098458558,0.0089,0.7462,0.395,NA
"4275",2005,0.857602954387545,0.0085,0.7505,0.4074,NA
"4276",2006,0.864861062058765,0.0059,0.758,0.416,NA
"4277",2007,0.87867145723618,-1e-04,0.7673,0.4305,NA
"4278",2008,0.894455342493814,-0.008,0.7755,0.4355,NA
"4279",2009,0.885857924138634,-0.0059,0.7648,0.417,NA
"4280",2010,0.881201708434503,-0.004,0.76,0.4167,NA
"4281",2011,0.875548079001874,-0.0017,0.7554,0.412,NA
"4282",2012,0.870582166371548,4e-04,0.7512,0.4074,NA
"4283",2013,0.865634630063141,0.0028,0.7487,0.4036,NA
"4284",2014,0.861496815018597,0.0051,0.7463,0.4041,NA
"4285",2015,0.860166303040387,0.0051,0.7438,0.3979,NA
"4286",2016,0.858039756400274,0.0055,0.7407,0.3921,NA
"4287",2017,0.854511722239181,0.0066,0.7358,0.3887,NA
"4288",2018,0.852242769730765,0.0071,0.7324,0.3847,NA
"4289",2019,0.848109652724645,0.008,0.7264,0.3768,NA
"4290",2020,0.847275116961043,0.0083,0.7256,0.373,NA
"4291",2021,0.845150913563828,0.0089,0.7225,0.3718,NA
"4292",2022,0.843119485127318,0.0092,0.7197,0.3683,NA
"4293",1995,0.916186853108059,-0.0094,0.8147,0.4867,NA
"4294",1996,0.910417608418896,-0.0078,0.8074,0.4753,NA
"4295",1997,0.895934637280817,-0.0023,0.793,0.4552,NA
"4296",1998,0.885180643016298,0.0017,0.7831,0.435,NA
"4297",1999,0.879495040484585,0.0051,0.7814,0.4432,NA
"4298",2000,0.884692757478604,0.0045,0.7915,0.4547,NA
"4299",2001,0.881191877087957,0.0057,0.7884,0.4507,NA
"4300",2002,0.877863379558391,0.0059,0.7832,0.4398,NA
"4301",2003,0.874489662088195,0.007,0.7791,0.4343,NA
"4302",2004,0.873071615796988,0.0079,0.7788,0.4351,NA
"4303",2005,0.875412860557446,0.0076,0.7826,0.4439,NA
"4304",2006,0.881629504367424,0.0051,0.7879,0.4517,NA
"4305",2007,0.895947454080726,-0.0015,0.7968,0.4616,NA
"4306",2008,0.908260565276805,-0.0084,0.8012,0.4596,NA
"4307",2009,0.900787948006638,-0.0054,0.7951,0.453,NA
"4308",2010,0.896499593842805,-0.0038,0.7903,0.4516,NA
"4309",2011,0.89373639799453,-0.002,0.7894,0.4552,NA
"4310",2012,0.890754908076019,-0.0011,0.7858,0.4495,NA
"4311",2013,0.883175264091051,0.0019,0.7798,0.439,NA
"4312",2014,0.878522527046528,0.0042,0.7768,0.439,NA
"4313",2015,0.879869157618998,0.0039,0.7788,0.4396,NA
"4314",2016,0.879074132203243,0.0043,0.7777,0.442,NA
"4315",2017,0.875980018619543,0.0053,0.7737,0.4413,NA
"4316",2018,0.873326196122036,0.0059,0.7697,0.4355,NA
"4317",2019,0.870379091621658,0.0068,0.7654,0.4315,NA
"4318",2020,0.869462309623827,0.007,0.7643,0.4295,NA
"4319",2021,0.867547965315111,0.0076,0.7614,0.4277,NA
"4320",2022,0.865609906883492,0.0078,0.7581,0.4227,NA
"4321",1995,0.830454757607299,0.0313,0.7534,0.4231,NA
"4322",1996,0.829419644218746,0.0314,0.7505,0.4189,NA
"4323",1997,0.824093894031961,0.032,0.7399,0.4091,NA
"4324",1998,0.820845169649601,0.0331,0.7353,0.4047,NA
"4325",1999,0.818332040750875,0.0336,0.7314,0.4009,NA
"4326",2000,0.811582481866537,0.0356,0.7211,0.3933,NA
"4327",2001,0.807094948034148,0.0373,0.7156,0.3874,NA
"4328",2002,0.801960130795834,0.0381,0.707,0.3758,NA
"4329",2003,0.802347040758349,0.0372,0.7063,0.3726,NA
"4330",2004,0.802938702715693,0.0365,0.7061,0.3696,NA
"4331",2005,0.805368482737265,0.0354,0.7095,0.3642,NA
"4332",2006,0.805928709592024,0.0347,0.7088,0.3635,NA
"4333",2007,0.808323204747467,0.0336,0.7106,0.3715,NA
"4334",2008,0.81168639552925,0.0327,0.7152,0.3798,NA
"4335",2009,0.806288939160027,0.0331,0.7059,0.3575,NA
"4336",2010,0.811751776743222,0.0308,0.7121,0.3646,NA
"4337",2011,0.81756768139968,0.0307,0.7275,0.3578,NA
"4338",2012,0.813317938207604,0.032,0.7238,0.3475,NA
"4339",2013,0.812728466820261,0.032,0.7212,0.3484,NA
"4340",2014,0.812726175969772,0.0318,0.7211,0.3467,NA
"4341",2015,0.813137923028648,0.0319,0.7202,0.3581,NA
"4342",2016,0.814059578153206,0.0314,0.7219,0.3509,NA
"4343",2017,0.81670895654014,0.0312,0.7253,0.3671,NA
"4344",2018,0.816318067252723,0.0313,0.7241,0.3638,NA
"4345",2019,0.814132061120802,0.0315,0.7197,0.3678,NA
"4346",2020,0.817924142019876,0.0306,0.7251,0.3784,NA
"4347",2021,0.818146005031963,0.0306,0.7258,0.3763,NA
"4348",2022,0.817296923176741,0.0307,0.7242,0.3766,NA
"4349",1995,0.891244519531512,0.0144,0.8385,0.508,NA
"4350",1996,0.8924069888036,0.0136,0.8377,0.5041,NA
"4351",1997,0.88684406707506,0.0144,0.8267,0.4951,NA
"4352",1998,0.885477664915356,0.0147,0.8242,0.4952,NA
"4353",1999,0.887903095354289,0.014,0.8264,0.5071,NA
"4354",2000,0.886019516224223,0.0148,0.8235,0.5095,NA
"4355",2001,0.886060282562283,0.0152,0.8234,0.5213,NA
"4356",2002,0.846129608024285,0.0235,0.7623,0.4225,NA
"4357",2003,0.845847178009507,0.023,0.761,0.4186,NA
"4358",2004,0.846038176767195,0.0228,0.761,0.4153,NA
"4359",2005,0.847404273143155,0.0222,0.7627,0.4136,NA
"4360",2006,0.849824216383638,0.0214,0.7663,0.412,NA
"4361",2007,0.850338064058974,0.0204,0.7659,0.4021,NA
"4362",2008,0.849508727793534,0.0208,0.7638,0.4138,NA
"4363",2009,0.844355122693145,0.0212,0.7548,0.3922,NA
"4364",2010,0.845657650559531,0.0206,0.7568,0.3963,NA
"4365",2011,0.850602864374423,0.021,0.7732,0.3862,NA
"4366",2012,0.847936920700874,0.0215,0.7686,0.3778,NA
"4367",2013,0.845989634820398,0.0216,0.7644,0.3772,NA
"4368",2014,0.845950818374263,0.0212,0.7629,0.378,NA
"4369",2015,0.845602185258713,0.0212,0.7606,0.3839,NA
"4370",2016,0.844679193905563,0.0212,0.7589,0.3792,NA
"4371",2017,0.846999022426587,0.0211,0.7628,0.3873,NA
"4372",2018,0.84610707205502,0.0213,0.761,0.388,NA
"4373",2019,0.846280728963507,0.0209,0.761,0.3822,NA
"4374",2020,0.848104649961442,0.0204,0.7627,0.3984,NA
"4375",2021,0.850120792249527,0.0199,0.7655,0.4033,NA
"4376",2022,0.849617428836609,0.0199,0.7639,0.4036,NA
"4377",1995,0.744010003532438,0.035,0.5803,0.2265,NA
"4378",1996,0.747839537856208,0.0344,0.5871,0.2348,NA
"4379",1997,0.754116931567339,0.033,0.5974,0.2421,NA
"4380",1998,0.756690024862522,0.0327,0.6024,0.2475,NA
"4381",1999,0.755980985915542,0.0318,0.598,0.247,NA
"4382",2000,0.757603424830776,0.0304,0.5982,0.2483,NA
"4383",2001,0.759720309862885,0.0302,0.6033,0.2458,NA
"4384",2002,0.762362927229802,0.0299,0.6079,0.2459,NA
"4385",2003,0.759571096168131,0.031,0.6045,0.2413,NA
"4386",2004,0.756708349140013,0.0325,0.6017,0.2392,NA
"4387",2005,0.755869713134473,0.0308,0.5985,0.2394,NA
"4388",2006,0.756532898432468,0.0294,0.5977,0.2437,NA
"4389",2007,0.760162358693691,0.0278,0.6012,0.2449,NA
"4390",2008,0.757645437295594,0.0279,0.5968,0.2388,NA
"4391",2009,0.762847427189811,0.0256,0.6009,0.2376,NA
"4392",2010,0.766033316646499,0.025,0.6059,0.2415,NA
"4393",2011,0.767124753258258,0.0243,0.6065,0.2426,NA
"4394",2012,0.767274426921929,0.0242,0.6066,0.2453,NA
"4395",2013,0.767667788405447,0.0249,0.6084,0.2482,NA
"4396",2014,0.768938282741587,0.0252,0.6103,0.2539,NA
"4397",2015,0.764202401390335,0.027,0.6054,0.2469,NA
"4398",2016,0.763330776318185,0.028,0.6054,0.2493,NA
"4399",2017,0.763219530924772,0.0287,0.6072,0.2525,NA
"4400",2018,0.762081589498735,0.0291,0.605,0.2527,NA
"4401",2019,0.761072126091477,0.0294,0.604,0.25,NA
"4402",2020,0.760942717531634,0.0293,0.6034,0.2499,NA
"4403",2021,0.760751556459496,0.0298,0.6043,0.2496,NA
"4404",2022,0.760741621253572,0.0299,0.6039,0.2499,NA
"4405",1995,0.759575030044417,0.031,0.5964,0.2361,NA
"4406",1996,0.76424106927918,0.0302,0.6048,0.2427,NA
"4407",1997,0.770785084529209,0.0285,0.615,0.2517,NA
"4408",1998,0.773421037051662,0.0282,0.6201,0.2586,NA
"4409",1999,0.771763330220892,0.0276,0.6151,0.2566,NA
"4410",2000,0.772853158579338,0.0264,0.6154,0.2577,NA
"4411",2001,0.77368779130029,0.0264,0.618,0.2547,NA
"4412",2002,0.777192871350181,0.0258,0.6242,0.2526,NA
"4413",2003,0.774997335618565,0.0266,0.6216,0.2468,NA
"4414",2004,0.770589366532079,0.0285,0.6173,0.2457,NA
"4415",2005,0.769110516410848,0.0269,0.6128,0.2465,NA
"4416",2006,0.770998809608201,0.0252,0.6137,0.2489,NA
"4417",2007,0.773011006171359,0.0244,0.6162,0.2517,NA
"4418",2008,0.769479044195037,0.0247,0.6097,0.2442,NA
"4419",2009,0.776459761223137,0.0218,0.6158,0.2451,NA
"4420",2010,0.779263990693195,0.0213,0.6204,0.2497,NA
"4421",2011,0.780264253594211,0.0208,0.6218,0.2487,NA
"4422",2012,0.78126880601306,0.0206,0.6228,0.2523,NA
"4423",2013,0.7817409149377,0.0213,0.6246,0.2554,NA
"4424",2014,0.782629003329845,0.0218,0.6264,0.2604,NA
"4425",2015,0.778395747538013,0.0234,0.622,0.2563,NA
"4426",2016,0.778313142421553,0.0239,0.6229,0.2564,NA
"4427",2017,0.779548575002906,0.0244,0.6271,0.2622,NA
"4428",2018,0.777353382539303,0.0253,0.6245,0.2619,NA
"4429",2019,0.775407692933726,0.0259,0.6219,0.2592,NA
"4430",2020,0.77512049390495,0.0259,0.6213,0.2574,NA
"4431",2021,0.775172194895731,0.0264,0.6223,0.259,NA
"4432",2022,0.775282293578499,0.0266,0.6227,0.2585,NA
"4433",1995,0.750815791252435,0.0304,0.5851,0.2346,NA
"4434",1996,0.751008421712115,0.0305,0.5856,0.2347,NA
"4435",1997,0.752177623096244,0.0296,0.587,0.2343,NA
"4436",1998,0.753591602453056,0.0291,0.5902,0.2344,NA
"4437",1999,0.757056899864196,0.0274,0.5936,0.2374,NA
"4438",2000,0.75750093348212,0.0266,0.5938,0.2339,NA
"4439",2001,0.753750215544088,0.0284,0.5904,0.2333,NA
"4440",2002,0.756298842277076,0.0273,0.5939,0.2344,NA
"4441",2003,0.757889963235471,0.0267,0.5957,0.2352,NA
"4442",2004,0.759437862099759,0.0259,0.5973,0.236,NA
"4443",2005,0.760354374991351,0.0252,0.5978,0.2369,NA
"4444",2006,0.762852986948943,0.0242,0.6011,0.2392,NA
"4445",2007,0.762839370535843,0.024,0.5995,0.238,NA
"4446",2008,0.762017385464262,0.0242,0.5992,0.2388,NA
"4447",2009,0.761140460820116,0.0243,0.5977,0.2368,NA
"4448",2010,0.763712352276698,0.024,0.6026,0.239,NA
"4449",2011,0.764783430789663,0.0237,0.6032,0.2431,NA
"4450",2012,0.766070872820904,0.0238,0.6058,0.2488,NA
"4451",2013,0.769226973759345,0.0227,0.6106,0.2499,NA
"4452",2014,0.76982437394787,0.0226,0.6117,0.2514,NA
"4453",2015,0.769538430686623,0.0223,0.611,0.247,NA
"4454",2016,0.769207093809058,0.0223,0.6099,0.2457,NA
"4455",2017,0.771004793377841,0.022,0.6128,0.2501,NA
"4456",2018,0.772154489956222,0.0219,0.6147,0.2522,NA
"4457",2019,0.771417232882953,0.0222,0.6138,0.2513,NA
"4458",2020,0.77102678731373,0.0219,0.6126,0.2483,NA
"4459",2021,0.774366761947675,0.021,0.6176,0.2565,NA
"4460",2022,0.774222378708743,0.0211,0.6175,0.2559,NA
"4461",1995,0.751984719016534,0.0326,0.5875,0.2332,NA
"4462",1996,0.752284023375523,0.0326,0.5872,0.2327,NA
"4463",1997,0.753940638721744,0.0312,0.589,0.2338,NA
"4464",1998,0.756643792802294,0.0305,0.5925,0.2368,NA
"4465",1999,0.758623091915098,0.0295,0.5946,0.2367,NA
"4466",2000,0.760456558008926,0.028,0.5957,0.2367,NA
"4467",2001,0.756842886527963,0.0298,0.5935,0.234,NA
"4468",2002,0.760470494734136,0.0283,0.598,0.2372,NA
"4469",2003,0.762050314388304,0.0275,0.5997,0.2382,NA
"4470",2004,0.763469234438034,0.0268,0.6013,0.2388,NA
"4471",2005,0.76456301531897,0.0262,0.6023,0.2385,NA
"4472",2006,0.764444548910205,0.0259,0.6022,0.2387,NA
"4473",2007,0.766524514074362,0.0253,0.605,0.2421,NA
"4474",2008,0.764688237002787,0.0256,0.602,0.2389,NA
"4475",2009,0.764842760055586,0.0254,0.6017,0.2386,NA
"4476",2010,0.768810925615298,0.0247,0.6079,0.2437,NA
"4477",2011,0.767247841484846,0.0247,0.6051,0.2428,NA
"4478",2012,0.769907867857512,0.0245,0.6098,0.2502,NA
"4479",2013,0.771228895063928,0.0239,0.6118,0.2505,NA
"4480",2014,0.771884873267766,0.0237,0.6123,0.2506,NA
"4481",2015,0.773879500155687,0.0227,0.6141,0.2523,NA
"4482",2016,0.772450648919886,0.0228,0.6117,0.2446,NA
"4483",2017,0.775002442266072,0.0225,0.6159,0.2524,NA
"4484",2018,0.775198818558522,0.0223,0.6161,0.2525,NA
"4485",2019,0.774242028266485,0.0229,0.6156,0.2523,NA
"4486",2020,0.774107015694653,0.0227,0.6153,0.2499,NA
"4487",2021,0.779768186419716,0.0211,0.6223,0.2623,NA
"4488",2022,0.77955257108917,0.0209,0.6216,0.26,NA
"4489",1995,0.802995145475052,0.0221,0.671,0.2907,NA
"4490",1996,0.80358249422261,0.0215,0.6711,0.2946,NA
"4491",1997,0.803862546839611,0.0215,0.6712,0.2935,NA
"4492",1998,0.804413222349638,0.0217,0.6731,0.2961,NA
"4493",1999,0.801656489537208,0.0224,0.6692,0.2926,NA
"4494",2000,0.798316548874254,0.0238,0.6658,0.2894,NA
"4495",2001,0.80308530345215,0.0232,0.674,0.3028,NA
"4496",2002,0.810964107893057,0.0209,0.6857,0.3107,NA
"4497",2003,0.814395292524239,0.0202,0.6908,0.3098,NA
"4498",2004,0.817475420210769,0.019,0.6948,0.3097,NA
"4499",2005,0.82122484740097,0.0196,0.7023,0.3367,NA
"4500",2006,0.822741010265929,0.0199,0.7057,0.3442,NA
"4501",2007,0.82151451177009,0.0208,0.7053,0.3488,NA
"4502",2008,0.818994725594166,0.0212,0.7017,0.343,NA
"4503",2009,0.815321987655068,0.0205,0.6933,0.3133,NA
"4504",2010,0.82130527357549,0.0203,0.7045,0.3424,NA
"4505",2011,0.820071297077902,0.0206,0.7027,0.3393,NA
"4506",2012,0.818655309485507,0.0204,0.699,0.3328,NA
"4507",2013,0.82147917265047,0.0194,0.7023,0.338,NA
"4508",2014,0.819484338736117,0.0198,0.6998,0.3318,NA
"4509",2015,0.819334410836063,0.0195,0.6984,0.3333,NA
"4510",2016,0.815955068020799,0.021,0.6954,0.3238,NA
"4511",2017,0.814302212205462,0.0215,0.6931,0.328,NA
"4512",2018,0.813250753312673,0.0221,0.6924,0.3321,NA
"4513",2019,0.814133862408255,0.0218,0.6937,0.3325,NA
"4514",2020,0.811009705012793,0.0222,0.6882,0.3225,NA
"4515",2021,0.811496039280257,0.0221,0.6885,0.3293,NA
"4516",2022,0.810062361969585,0.0223,0.6857,0.3269,NA
"4517",1995,0.819421271334107,0.0187,0.6922,0.3016,NA
"4518",1996,0.820623639260106,0.018,0.6928,0.3008,NA
"4519",1997,0.820980354314003,0.0182,0.6946,0.3046,NA
"4520",1998,0.822049177404153,0.0182,0.6967,0.3089,NA
"4521",1999,0.820442128083869,0.0188,0.6949,0.3069,NA
"4522",2000,0.817706216969469,0.02,0.692,0.305,NA
"4523",2001,0.825474870770222,0.0181,0.7034,0.3154,NA
"4524",2002,0.828627957740252,0.0175,0.71,0.315,NA
"4525",2003,0.831289872813016,0.0166,0.7143,0.3109,NA
"4526",2004,0.831632281409128,0.0159,0.7126,0.3144,NA
"4527",2005,0.835432919083303,0.0163,0.7208,0.3359,NA
"4528",2006,0.836811420241474,0.0166,0.7236,0.346,NA
"4529",2007,0.836739025009194,0.0171,0.7245,0.3554,NA
"4530",2008,0.840794678462771,0.0169,0.7319,0.3733,NA
"4531",2009,0.832480338994401,0.0166,0.7145,0.3257,NA
"4532",2010,0.842882716161625,0.016,0.7334,0.3747,NA
"4533",2011,0.84218951909213,0.0159,0.7315,0.3737,NA
"4534",2012,0.841711881046649,0.0156,0.7297,0.3657,NA
"4535",2013,0.840722177872863,0.015,0.7267,0.3517,NA
"4536",2014,0.842905103890871,0.0148,0.7307,0.3642,NA
"4537",2015,0.843356772566153,0.0146,0.7311,0.3653,NA
"4538",2016,0.838989441840681,0.0157,0.7247,0.3578,NA
"4539",2017,0.837529272984909,0.0163,0.7221,0.3606,NA
"4540",2018,0.838829628519193,0.0165,0.7252,0.3688,NA
"4541",2019,0.839570600958041,0.0162,0.7264,0.3682,NA
"4542",2020,0.835733631101277,0.0167,0.7204,0.3561,NA
"4543",2021,0.835680069148566,0.0174,0.7213,0.3652,NA
"4544",2022,0.835003104426846,0.0177,0.7212,0.3634,NA
"4545",1995,0.851324222759473,0.0054,0.7287,0.3769,NA
"4546",1996,0.850945460250927,0.0066,0.729,0.3816,NA
"4547",1997,0.845304860754538,0.0105,0.7258,0.3843,NA
"4548",1998,0.843964855465174,0.0113,0.7251,0.3845,NA
"4549",1999,0.843935388369061,0.0114,0.7249,0.3839,NA
"4550",2000,0.845494583304941,0.0115,0.7286,0.3882,NA
"4551",2001,0.853236290268541,0.0093,0.7387,0.3985,NA
"4552",2002,0.851525219225039,0.0098,0.7365,0.3943,NA
"4553",2003,0.851161330039702,0.0102,0.7368,0.3963,NA
"4554",2004,0.846920585848181,0.012,0.7328,0.3921,NA
"4555",2005,0.842847734860698,0.0133,0.7278,0.3882,NA
"4556",2006,0.842264076436607,0.0135,0.7271,0.3868,NA
"4557",2007,0.84013170035567,0.0144,0.7251,0.3851,NA
"4558",2008,0.837942724033724,0.015,0.7222,0.38,NA
"4559",2009,0.839051242600164,0.0144,0.7227,0.3801,NA
"4560",2010,0.835286083832131,0.015,0.7169,0.3696,NA
"4561",2011,0.829368525314351,0.0162,0.7085,0.3583,NA
"4562",2012,0.822400351572782,0.0178,0.6983,0.3475,NA
"4563",2013,0.822084945738766,0.0176,0.6975,0.3424,NA
"4564",2014,0.81976201786307,0.018,0.6936,0.3401,NA
"4565",2015,0.820249295455284,0.0179,0.6942,0.3411,NA
"4566",2016,0.821130856599893,0.0179,0.6966,0.343,NA
"4567",2017,0.823881327777087,0.0176,0.7015,0.3496,NA
"4568",2018,0.823241649978399,0.0178,0.7003,0.3508,NA
"4569",2019,0.820795503263611,0.0187,0.6982,0.3472,NA
"4570",2020,0.819763829475676,0.0189,0.6966,0.345,NA
"4571",2021,0.81881687259002,0.0191,0.6949,0.3444,NA
"4572",2022,0.819354459437136,0.0187,0.695,0.3457,NA
"4573",1995,0.932552488448664,-0.0072,0.8577,0.5815,NA
"4574",1996,0.92830475621372,-0.0041,0.8577,0.5812,NA
"4575",1997,0.919004031189388,-4e-04,0.8491,0.5584,NA
"4576",1998,0.917479123814303,7e-04,0.8507,0.5465,NA
"4577",1999,0.915252999937536,0.0017,0.8503,0.5347,NA
"4578",2000,0.919106939653716,6e-04,0.8552,0.5381,NA
"4579",2001,0.922900488128619,-3e-04,0.8611,0.545,NA
"4580",2002,0.925904175672088,-9e-04,0.8656,0.5525,NA
"4581",2003,0.926530786000001,-6e-04,0.8676,0.5561,NA
"4582",2004,0.925343782956531,0,0.8667,0.5556,NA
"4583",2005,0.922994090255145,7e-04,0.864,0.5497,NA
"4584",2006,0.922956134450828,8e-04,0.864,0.5525,NA
"4585",2007,0.922647503169571,0.0012,0.8639,0.5563,NA
"4586",2008,0.924033622729496,0.0011,0.8663,0.561,NA
"4587",2009,0.926161851510017,6e-04,0.8691,0.5689,NA
"4588",2010,0.925491502692694,7e-04,0.8677,0.5699,NA
"4589",2011,0.925023945640305,0.001,0.8672,0.5733,NA
"4590",2012,0.923389036959634,0.0012,0.8643,0.5716,NA
"4591",2013,0.916242517082651,0.0023,0.8529,0.5481,NA
"4592",2014,0.916210529231421,0.0024,0.8526,0.5537,NA
"4593",2015,0.921692432317172,0.0015,0.8614,0.5684,NA
"4594",2016,0.924787609009059,0.001,0.8667,0.5752,NA
"4595",2017,0.924286326179697,0.0011,0.866,0.5743,NA
"4596",2018,0.924604455565543,0.0012,0.8666,0.5773,NA
"4597",2019,0.92504699949427,0.0014,0.8678,0.5816,NA
"4598",2020,0.924092095994467,0.0014,0.8662,0.5778,NA
"4599",2021,0.92282469666867,0.0018,0.8642,0.5781,NA
"4600",2022,0.919917096121765,0.0021,0.8591,0.5698,NA
"4601",1995,0.828677619152018,0.0419,0.7772,0.4028,NA
"4602",1996,0.825456192091849,0.0422,0.7703,0.3978,NA
"4603",1997,0.808564763929041,0.0473,0.7447,0.3767,NA
"4604",1998,0.795367565943678,0.0527,0.7318,0.3668,NA
"4605",1999,0.786147141697228,0.0556,0.7199,0.3559,NA
"4606",2000,0.774845471689446,0.0594,0.7031,0.3446,NA
"4607",2001,0.768994195524272,0.0612,0.6943,0.3388,NA
"4608",2002,0.755073489028177,0.0661,0.6763,0.3265,NA
"4609",2003,0.761937280074335,0.0612,0.6794,0.3278,NA
"4610",2004,0.766859856414612,0.0578,0.6805,0.3383,NA
"4611",2005,0.768518813228354,0.0558,0.6804,0.335,NA
"4612",2006,0.766084276584877,0.0548,0.6747,0.318,NA
"4613",2007,0.767052640264893,0.0535,0.6728,0.3173,NA
"4614",2008,0.770163075771706,0.0516,0.6744,0.3184,NA
"4615",2009,0.769117684094454,0.0507,0.6723,0.3132,NA
"4616",2010,0.770281943146102,0.0499,0.6725,0.3165,NA
"4617",2011,0.781204955322806,0.0468,0.6925,0.3009,NA
"4618",2012,0.778280654974822,0.0477,0.6902,0.2908,NA
"4619",2013,0.77665210540593,0.0487,0.6897,0.2896,NA
"4620",2014,0.774438358017676,0.0497,0.687,0.292,NA
"4621",2015,0.774093698661233,0.0501,0.686,0.3005,NA
"4622",2016,0.772337666050817,0.0513,0.685,0.2951,NA
"4623",2017,0.77563840158939,0.051,0.691,0.3072,NA
"4624",2018,0.772690974805073,0.0518,0.6879,0.3022,NA
"4625",2019,0.770205739025414,0.0527,0.6853,0.297,NA
"4626",2020,0.774449607889267,0.0519,0.6925,0.3087,NA
"4627",2021,0.773928066462247,0.0522,0.6924,0.3095,NA
"4628",2022,0.774966856543017,0.0513,0.6923,0.3095,NA
"4629",1995,0.872700145113583,0.027,0.8342,0.4379,NA
"4630",1996,0.869974822916276,0.0276,0.8283,0.4378,NA
"4631",1997,0.857034457364023,0.0319,0.8098,0.4221,NA
